compound_name,label,MW,LogP,HBD,TPSA,RingCount,RotBonds
tetrabenzine,1,331.393,1.93,1.0,78.62,4.0,4.0
bromocriptine,0,351.855,2.217,2.0,80.39,3.0,5.0
carbidopa,0,337.828,1.97,2.0,80.39,3.0,4.0
thioguanine,0,305.134,2.444,1.0,91.28,1.0,3.0
mefloquine,1,422.506,3.353,0.0,70.83,4.0,5.0
atovaquone,0,362.429,4.049,0.0,55.57,4.0,6.0
thc,1,330.428,2.024,1.0,66.48,4.0,5.0
mirtazapine,1,324.384,2.393,1.0,80.91,4.0,6.0
bacitracin,0,376.438,2.031,0.0,88.77,4.0,5.0
pindolol,1,273.376,2.663,2.0,49.33,3.0,5.0
moclobemide,1,352.463,3.625,0.0,51.02,4.0,4.0
ipratropium bromide,0,448.563,4.963,1.0,49.41,4.0,8.0
ketoprofen,1,363.482,4.87,1.0,42.24,3.0,8.0
ketamine,1,383.9,5.382,1.0,42.24,3.0,7.0
doxepin,1,412.877,3.152,1.0,80.49,4.0,6.0
bromazepam,1,336.395,2.07,3.0,90.9,4.0,5.0
aminosalicylic acid,0,313.357,2.189,2.0,88.25,4.0,5.0
sulphur hexafluoride,1,371.436,6.16,1.0,51.47,5.0,4.0
norfloxacin,0,375.4,2.217,4.0,111.29,3.0,8.0
nortriptyline,1,375.4,2.217,4.0,111.29,3.0,8.0
salicyclic acid,0,260.698,1.587,1.0,71.44,2.0,3.0
amoxicillin,0,445.342,3.322,1.0,70.99,5.0,2.0
amikacin,1,375.497,4.746,0.0,46.09,4.0,5.0
etoposide,0,362.429,4.163,0.0,55.57,4.0,6.0
flunitrazepam,1,363.364,2.584,1.0,67.59,4.0,5.0
digoxin,0,324.428,3.441,1.0,61.88,4.0,2.0
meprobamate,1,319.336,1.02,3.0,90.79,3.0,4.0
phenazopyridine,0,363.413,4.191,0.0,65.49,5.0,1.0
chlorzoxazone,1,320.797,3.095,0.0,51.21,3.0,4.0
bcnu,1,322.813,2.888,1.0,54.37,3.0,4.0
abacavir,1,355.442,1.757,3.0,94.4,4.0,5.0
ethchlorvynol,1,144.601,1.513,1.0,20.23,0.0,2.0
nivazol (nivacortol),1,430.567,5.558,1.0,38.05,6.0,1.0
selegiline,1,187.286,2.183,0.0,3.24,1.0,4.0
napamezole,1,212.296,2.408,1.0,24.39,3.0,2.0
fenharmane,1,262.356,3.186,1.0,24.39,4.0,2.0
xorphanol,1,337.507,4.663,1.0,23.47,5.0,2.0
isoprednidene,1,372.461,1.724,3.0,94.83,4.0,2.0
ft-0697029,1,390.451,1.816,3.0,94.83,4.0,2.0
methacycline (metacycline),0,442.424,-0.594,6.0,181.62,4.0,2.0
cefdinir,0,395.422,-0.172,4.0,158.21,3.0,5.0
cefixime,0,453.458,-0.545,4.0,184.51,3.0,8.0
acrocinonide,1,432.488,2.195,2.0,93.06,5.0,3.0
tacrolimus,0,804.031,4.639,3.0,178.36,4.0,7.0
"n-[3-(dimethylamino)propyl]-n-(ethylcarbamoyl)-7-prop-2-enyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline-9-carboxamide",1,451.615,3.194,2.0,71.68,4.0,8.0
brl52656,1,283.415,3.637,1.0,23.47,4.0,2.0
"(4r,4as,7ar,12bs)-4a,9-dihydroxy-3-prop-2-enyl-2,4,5,6,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinoline-7-one",1,327.38,1.301,2.0,70.0,5.0,2.0
nalorphine,1,311.381,1.754,2.0,52.93,5.0,2.0
alletorphine,1,437.58,3.72,2.0,62.16,7.0,6.0
mifepristone,0,429.604,5.407,1.0,40.54,5.0,2.0
fursutiamine,1,398.554,2.5,2.0,101.57,2.0,10.0
dibenzoyl thiamine,1,490.585,4.378,1.0,115.48,3.0,10.0
bisbentiamine,1,770.938,6.003,2.0,196.82,4.0,19.0
benfotiamine,1,466.456,2.63,3.0,155.94,2.0,10.0
cycotiamine,1,308.363,1.831,1.0,98.41,2.0,4.0
spirilene,1,393.506,4.048,1.0,35.58,4.0,5.0
110267-81-7,0,483.473,0.632,5.0,176.61,5.0,3.0
1879-77-2,1,376.468,2.923,2.0,74.6,4.0,1.0
ft-0661485,1,346.467,2.809,2.0,74.6,4.0,1.0
fluoromethalone,1,376.468,2.923,2.0,74.6,4.0,1.0
ncgc00160675-01,0,513.499,0.726,6.0,196.84,5.0,3.0
nsc256439,0,497.5,1.02,5.0,176.61,5.0,3.0
mls002608668,1,418.505,3.446,1.0,72.83,5.0,1.0
cetocycline,0,411.41,1.265,5.0,158.15,4.0,1.0
akos024333779,1,316.485,4.205,1.0,37.3,5.0,1.0
ganaxolone,1,332.528,4.985,1.0,37.3,4.0,1.0
alfaxalone (renanolone),1,332.484,3.774,1.0,54.37,4.0,1.0
allopregnanolone,1,318.501,4.595,1.0,37.3,4.0,1.0
dichlorisone-acetate,1,439.379,4.152,1.0,71.44,4.0,3.0
cicortonide,1,550.067,4.703,1.0,105.85,5.0,6.0
thiotepa,0,381.423,0.633,1.0,64.09,3.0,4.0
gr94839_a,0,413.44,1.374,1.0,64.09,3.0,4.0
gr-94839,0,414.333,1.662,1.0,64.09,3.0,4.0
chembl62879,1,398.334,2.691,0.0,43.86,3.0,4.0
gr94839_l,0,423.535,-0.241,1.0,98.23,3.0,5.0
trifluopromazine,0,390.44,0.263,1.0,107.23,3.0,5.0
ofloxacin,0,407.536,0.092,1.0,87.15,3.0,5.0
levodopa,0,390.44,0.263,1.0,107.23,3.0,5.0
mefloquine,0,345.443,0.355,1.0,64.09,3.0,4.0
cefazolin,0,531.44,4.206,0.0,69.06,5.0,7.0
schembl2109666,1,216.237,-0.508,3.0,95.5,0.0,6.0
pidolacetamol,1,262.265,0.829,2.0,84.5,2.0,3.0
ft-0668754,1,434.504,2.609,2.0,100.9,4.0,3.0
oxylone acetate,1,418.505,3.494,1.0,80.67,4.0,2.0
docetaxel,0,807.89,3.26,5.0,224.45,6.0,8.0
ctk7j8195,0,501.576,2.288,2.0,136.07,3.0,3.0
mfcd00865135,0,516.719,5.666,3.0,104.06,4.0,5.0
didrovaltrate,1,424.49,2.742,0.0,100.66,3.0,8.0
acebrochol,1,588.509,8.93,0.0,26.3,4.0,6.0
cortivazol,1,530.665,4.301,2.0,101.65,6.0,4.0
paramethasone-acetate,1,434.504,2.322,2.0,100.9,4.0,3.0
dexamethasone-21-acetate,1,434.504,2.467,2.0,100.9,4.0,3.0
triamcinolone-diacetate,1,478.513,1.762,2.0,127.2,4.0,4.0
methylprednisolone-acetate,1,416.514,2.374,2.0,100.9,4.0,3.0
chloroprednisone-acetate,1,434.916,2.554,1.0,97.74,4.0,3.0
isoflupredone-acetate,1,420.477,2.221,2.0,100.9,4.0,3.0
prednisolone 21-acetate,1,402.487,2.128,2.0,100.9,4.0,3.0
fludrocortisone acetate,1,422.493,2.445,2.0,100.9,4.0,3.0
cortisone-acetate,1,402.487,2.561,1.0,97.74,4.0,3.0
hydrocortisoni acetas,1,404.503,2.352,2.0,100.9,4.0,3.0
betamethasone-acibutate,1,504.595,3.673,1.0,106.97,4.0,5.0
dexamethasone-acefurate,1,528.573,3.924,1.0,120.11,5.0,5.0
psorcon,1,494.531,2.985,1.0,106.97,4.0,4.0
halopredone (halopredone-acetate),1,559.4,3.462,1.0,106.97,4.0,4.0
fluazacort,1,459.514,2.655,1.0,102.26,5.0,3.0
deflazacort,1,441.524,2.563,1.0,102.26,5.0,3.0
cutisterol,1,569.066,3.963,1.0,108.36,5.0,7.0
fluocinonide,1,494.531,2.938,1.0,99.13,5.0,3.0
flunisolide-acetate,1,476.541,2.846,1.0,99.13,5.0,3.0
cyclocort,1,502.579,3.524,1.0,99.13,6.0,3.0
clocortolone-acetate,1,452.95,3.569,1.0,80.67,4.0,3.0
acefurtiamine,1,476.511,2.22,1.0,154.92,2.0,11.0
"(6r,7r)-3-(acetyloxymethyl)-7-[[(2r)-2-amino-2-phenylacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",0,405.432,-0.012,3.0,139.03,3.0,6.0
cefacetrile,0,339.329,-0.798,2.0,136.8,2.0,5.0
cephapirin (cefapirin),0,423.472,0.475,2.0,125.9,3.0,7.0
cefaloram,0,390.417,0.531,2.0,113.01,3.0,6.0
cefalotin,0,396.446,0.592,2.0,113.01,3.0,6.0
cefoxazole,0,491.909,2.219,2.0,139.04,4.0,6.0
acetyloxyvalepotriate,1,480.51,2.348,0.0,126.96,3.0,9.0
valtrate,1,422.474,2.662,0.0,100.66,3.0,8.0
acetiamine,1,366.443,1.79,1.0,115.48,1.0,8.0
diamorphine,1,369.417,1.989,0.0,65.07,5.0,2.0
pivmecillinam,0,439.578,2.412,0.0,88.51,3.0,5.0
pivampicillin,0,463.556,1.324,2.0,128.03,3.0,6.0
tixocortol-pivalate,1,462.652,4.095,2.0,91.67,4.0,3.0
stiripentol [mi],1,234.295,2.836,1.0,38.69,2.0,2.0
butaclamol,1,361.529,4.845,1.0,23.47,5.0,0.0
prednisolone_tebutate,1,458.595,3.545,2.0,100.9,4.0,4.0
triamcinolone-hexacetonide,1,518.622,4.016,1.0,99.13,5.0,4.0
hopantenic-acid,1,233.264,-0.653,4.0,106.86,0.0,7.0
fibracillin,0,546.045,2.987,3.0,125.04,4.0,8.0
schembl2109738,0,378.45,1.476,2.0,95.94,3.0,5.0
126544-47-6,1,540.697,4.704,1.0,99.13,6.0,5.0
tobicillin,0,510.612,3.081,1.0,102.01,4.0,8.0
apomorphine_r,1,357.325,4.115,0.0,23.55,2.0,6.0
34071-19-7,1,347.502,4.455,1.0,23.47,5.0,1.0
gramicidin-j2,0,686.899,-0.135,7.0,231.84,2.0,21.0
furbucillin,0,424.475,1.483,2.0,126.15,3.0,7.0
oxaflozane,1,273.298,3.487,0.0,12.47,2.0,2.0
amesergide,1,393.575,4.631,1.0,37.27,5.0,3.0
razoxane,0,268.273,-2.708,2.0,98.82,2.0,3.0
ctk7f4431,1,623.718,4.036,2.0,128.23,6.0,7.0
cathinone,1,149.193,1.217,1.0,43.09,1.0,2.0
metaraminol,0,167.208,0.773,3.0,66.48,1.0,2.0
4-(2-aminopropyl)phenol,0,151.209,1.282,2.0,46.25,1.0,2.0
fropenem (faropenem),0,285.321,0.374,2.0,87.07,3.0,3.0
ritipenem (sodium),0,288.281,-0.71,3.0,130.16,2.0,4.0
sulopenem,0,233.22,0.122,2.0,77.84,2.0,2.0
96036-03-2,0,383.47,-0.308,3.0,110.18,3.0,5.0
schembl10033978,0,299.352,-0.386,3.0,116.22,2.0,6.0
tigemonam,0,423.429,-1.156,4.0,193.74,2.0,9.0
schembl9192185,1,383.363,4.649,0.0,23.55,3.0,4.0
methastyridone,1,217.268,1.951,1.0,38.33,2.0,2.0
triclonide,1,505.841,5.129,0.0,52.6,5.0,2.0
tralonide,1,489.386,4.86,0.0,52.6,5.0,2.0
flucloronide (fluclorolone-acetonide),1,487.395,3.883,1.0,72.83,5.0,2.0
fluovitef,1,452.494,2.367,2.0,93.06,5.0,2.0
ciprocinonide,1,520.569,3.328,1.0,99.13,6.0,4.0
nasalide,1,434.504,2.275,2.0,93.06,5.0,2.0
"12-fluoro-5-hydroxy-6b-(hydroxyacetyl)-4a,6a,8,8-tetramethyl-3,4,4a,4b,5,6,6a,6b,9a,10,10a,10b,11,12-tetradecahydro-2h-naphtho[2',1':4,5]indeno[1,2-d][1,3]dioxol-2-one",1,436.52,2.499,2.0,93.06,5.0,2.0
triamcinolone-furetonide,1,564.606,4.64,1.0,112.27,7.0,4.0
triamcinolone-acetonide,1,434.504,2.419,2.0,93.06,5.0,2.0
desonide,1,416.514,2.327,2.0,93.06,5.0,2.0
halcinonide,1,454.966,3.889,1.0,72.83,5.0,2.0
drocinonide,1,438.536,2.723,2.0,93.06,5.0,2.0
topiramate,1,339.366,-0.395,1.0,115.54,3.0,3.0
oxetacillin,0,405.476,1.117,3.0,110.18,4.0,3.0
hetacillin,0,389.477,1.411,2.0,89.95,4.0,3.0
amdinocillin,0,325.434,1.406,1.0,73.21,3.0,3.0
schembl4936924,0,494.569,2.496,2.0,113.01,5.0,6.0
carfecillin,0,454.504,2.007,2.0,113.01,4.0,6.0
"4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(2-amino-2-(1,4-cyclohexadien-1-yl)acetamido)-3,3-dimethyl-7-oxo-, d-",0,351.428,0.222,3.0,112.73,3.0,4.0
26787-78-0 (anhydrous),0,365.411,0.024,4.0,132.96,3.0,4.0
amiloride,0,349.412,0.318,3.0,112.73,3.0,4.0
talampicillin,0,481.53,1.646,2.0,128.03,5.0,5.0
76497-13-7,0,594.668,-0.589,2.0,182.48,5.0,7.0
fumoxicillin,0,443.481,1.777,3.0,132.44,4.0,6.0
pirbenicillin,0,510.576,0.276,4.0,167.08,4.0,8.0
rotamicillin,0,549.653,1.458,4.0,140.2,5.0,8.0
mezlocillin,0,539.592,-0.234,3.0,173.5,4.0,6.0
piroxicillin,0,672.702,0.361,8.0,266.01,5.0,9.0
apalcillin,0,521.555,1.026,4.0,161.56,5.0,6.0
piridicillin,0,729.79,-0.174,7.0,246.74,5.0,13.0
suncillin,0,429.476,-0.248,4.0,153.11,3.0,6.0
fenbenicillin,0,425.506,3.085,2.0,92.7,4.0,6.0
sulbenicillin,0,414.461,0.247,3.0,141.08,3.0,5.0
mls002694856,0,341.433,0.28,3.0,112.73,3.0,3.0
amantocillin,0,393.509,0.916,3.0,112.73,6.0,3.0
adicillin,0,359.404,-0.8,4.0,150.03,2.0,7.0
phenoxymethylpenicillin,0,350.396,0.697,2.0,95.94,3.0,5.0
schembl34286,0,416.415,0.573,3.0,149.79,4.0,4.0
tazobactam,0,300.296,-1.523,1.0,122.46,3.0,3.0
amcinafide,1,496.575,3.556,2.0,93.06,6.0,3.0
oxisopred,1,376.449,0.816,3.0,111.9,4.0,2.0
cloprednol,1,392.879,1.9,3.0,94.83,4.0,2.0
schembl24949,1,392.879,1.983,2.0,91.67,4.0,2.0
fluocinolone,1,412.429,0.569,4.0,115.06,4.0,2.0
fernisone,1,358.434,1.766,2.0,91.67,4.0,2.0
prednisolut,1,460.523,1.973,3.0,138.2,4.0,6.0
naflocort,1,464.577,3.93,2.0,74.6,6.0,2.0
dichlorisone,1,413.341,3.166,2.0,74.6,4.0,2.0
alfadolone,1,348.483,2.747,2.0,74.6,4.0,2.0
grepafloxacin,0,372.4,1.742,2.0,101.45,5.0,3.0
corticosterone,0,346.467,2.667,2.0,74.6,4.0,2.0
hydrocortisone,0,362.466,1.782,3.0,94.83,4.0,2.0
hydrocortisone-hemisuccinate,1,462.539,2.197,3.0,138.2,4.0,6.0
ft-0675254,1,378.534,2.719,3.0,74.6,4.0,2.0
chembl2068761,0,360.45,2.003,2.0,83.83,5.0,2.0
chembl1161461,0,349.412,0.349,3.0,112.73,3.0,4.0
cefedrolor,0,397.84,0.804,4.0,132.96,3.0,4.0
cefadroxil,0,363.395,0.151,4.0,132.96,3.0,4.0
cefsumide,0,440.503,-0.184,4.0,158.9,3.0,6.0
cefrotil,0,414.487,0.728,3.0,111.1,4.0,5.0
cefalexin,0,461.54,1.245,2.0,128.03,3.0,6.0
pristinamycin iia,0,525.602,2.659,2.0,139.04,3.0,1.0
cortisuzol,1,672.8,4.841,3.0,156.02,7.0,6.0
methyldesorphine,1,269.344,2.227,1.0,32.7,5.0,0.0
aztreonam,0,435.44,-1.172,4.0,201.58,2.0,7.0
phendimetrazine,1,191.274,2.078,0.0,12.47,2.0,1.0
ketazocine,1,285.387,2.967,1.0,40.54,4.0,2.0
amphotericinb,0,924.091,0.712,12.0,319.61,3.0,3.0
medrysone,1,346.467,3.436,2.0,74.6,4.0,1.0
protriptyline,1,374.477,1.804,3.0,94.83,4.0,2.0
methylprednisolone21hemisuccinate (methylprednisolone-hemisuccinate),1,474.55,2.219,3.0,138.2,4.0,6.0
schembl13026158,1,408.922,2.021,3.0,94.83,4.0,2.0
db-051804,1,444.902,2.41,3.0,94.83,4.0,2.0
halocortolone,1,412.904,3.975,1.0,54.37,4.0,2.0
schembl13026145,1,410.913,2.998,2.0,74.6,4.0,2.0
clocortolone-pivalate,1,495.031,4.595,1.0,80.67,4.0,3.0
flumethasone (flumetasone and diflorasone),1,410.457,1.844,3.0,94.83,4.0,2.0
flumethasone21pivalate (flumetasone-pivalate),1,494.575,3.441,2.0,100.9,4.0,3.0
diflucortolone,1,394.458,2.729,2.0,74.6,4.0,2.0
"[2-(6,9-difluoro-11-hydroxy-10,13,16-trimethyl-3-oxo-7,8,11,12,14,15,16,17-octahydro-6h-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] 2,2-dimethylpropanoate",1,478.576,4.326,1.0,80.67,4.0,3.0
"pregna-1,4-diene-3,20-dione, 9-chloro-11,17,21-trihydroxy-16-methyl-, (11.beta.,16.beta.)-",1,408.922,2.165,3.0,94.83,4.0,2.0
mometasone (mometasone-furoate),1,521.437,4.869,1.0,93.81,5.0,4.0
clobetasone,1,408.897,3.35,1.0,71.44,4.0,2.0
dimesone,1,390.495,3.171,2.0,74.6,4.0,2.0
"21-chloro-9-fluoro-11,17-dihydroxy-16-methylpregna-1,4-diene-3,20-dione",1,410.913,3.142,2.0,74.6,4.0,2.0
ft-0696623,1,496.575,3.76,2.0,100.9,5.0,4.0
desoxymetasone,1,376.468,2.781,2.0,74.6,4.0,2.0
meprednisone,1,372.461,2.012,2.0,91.67,4.0,2.0
schembl3457748,1,263.45,4.639,0.0,3.24,3.0,2.0
sb204484,0,392.406,2.082,3.0,100.59,4.0,3.0
oxazolam,1,328.799,3.214,1.0,41.57,4.0,1.0
valinomycin,0,1083.284,1.566,6.0,332.4,1.0,7.0
3-methylclonazepam,1,329.743,3.426,1.0,84.6,3.0,2.0
fluotracene,1,347.424,5.644,0.0,3.24,3.0,4.0
ectylurea,1,156.185,0.538,2.0,72.19,0.0,2.0
crotetamide,1,226.32,1.278,0.0,40.62,0.0,5.0
cropropamide,1,240.347,1.668,0.0,40.62,0.0,6.0
cefprozil,0,389.433,0.707,4.0,132.96,3.0,5.0
nicocortonide,1,535.637,4.121,1.0,112.02,6.0,5.0
efrotomycin,0,1145.347,2.751,8.0,302.08,5.0,24.0
rimexolone,1,370.533,4.497,1.0,54.37,4.0,2.0
eclanamine,1,329.271,4.219,0.0,23.55,2.0,4.0
lofentanil,1,408.542,3.926,0.0,49.85,3.0,7.0
clobetasol-propionate,1,466.977,4.103,1.0,80.67,4.0,4.0
stl504716,1,472.578,3.335,1.0,106.97,4.0,5.0
db-086784,1,460.567,3.313,1.0,106.97,4.0,5.0
amelometasone,1,462.558,3.511,1.0,89.9,4.0,5.0
ticabesone (ticabesone-propionate),1,482.589,4.133,1.0,80.67,4.0,3.0
schembl15311037,1,517.034,4.699,1.0,80.67,4.0,4.0
betameprodine,1,275.392,3.197,0.0,29.54,2.0,4.0
diproleandomycin,0,799.996,3.83,1.0,178.12,4.0,10.0
erythromycin-propionate,0,790.001,2.747,4.0,199.98,3.0,9.0
midecamycin,0,813.979,2.767,3.0,206.05,3.0,12.0
alclometasone-dipropionate,1,521.05,3.943,1.0,106.97,4.0,6.0
beclomethasonedipropionate (beclometasone-dipropionate),1,521.05,4.087,1.0,106.97,4.0,6.0
betamethasone dipropionate,1,504.595,3.818,1.0,106.97,4.0,6.0
mcule-1097746976,1,508.558,3.328,1.0,99.13,5.0,4.0
cp107,0,424.534,2.44,4.0,124.29,2.0,10.0
mls002702124,1,390.52,3.95,1.0,72.83,3.0,6.0
bacitracin,0,1422.72,-1.678,17.0,530.87,4.0,35.0
ritonavir,0,204.314,-0.293,4.0,64.52,0.0,9.0
gramicidin-s-3,0,1115.432,0.764,10.0,339.45,4.0,33.0
skb-i,0,446.554,6.028,1.0,59.81,5.0,7.0
nalorphine,1,382.463,5.489,2.0,62.22,4.0,5.0
skb-e,0,468.553,6.027,2.0,88.52,4.0,10.0
chembl73284,1,467.613,6.113,1.0,54.46,4.0,10.0
chembl70250,0,522.649,5.03,3.0,92.35,5.0,10.0
chembl305241,0,587.676,6.219,3.0,117.62,5.0,12.0
chembl69942,0,544.655,5.916,2.0,93.21,5.0,11.0
3924-70-7,1,462.558,3.199,2.0,93.06,5.0,4.0
57576-44-0,0,811.878,3.158,4.0,217.05,7.0,9.0
rodorubicin,0,941.037,3.107,5.0,241.91,9.0,9.0
desacetylvinblastine amide,0,753.941,2.732,5.0,164.82,9.0,6.0
conorphone (conorfone),1,367.489,3.35,0.0,38.77,6.0,4.0
emetine,0,480.649,4.943,1.0,52.19,5.0,7.0
virginiamycin-factor-s1,0,823.904,1.204,4.0,224.72,6.0,6.0
gramicidin-s-2,0,1127.443,0.982,10.0,325.46,5.0,16.0
ft-0668653,0,751.927,1.878,5.0,193.91,3.0,7.0
53066-26-5,0,762.979,2.219,5.0,198.43,3.0,8.0
roxithromycin,0,837.058,2.21,5.0,216.89,3.0,13.0
erythrogran,0,733.937,1.786,5.0,193.91,3.0,7.0
berythromycin,0,717.938,2.671,4.0,173.68,3.0,7.0
dirithromycin,0,835.086,2.202,5.0,196.33,4.0,12.0
azithromycin dihydrate,0,748.996,1.901,5.0,180.08,3.0,7.0
"hydro-2h-pyran-2-yl]oxy}-7-methoxy-3,5,7,9,11,13-hexame",0,747.964,2.44,4.0,182.91,3.0,8.0
cefcapene,0,453.502,0.353,4.0,177.94,3.0,7.0
5-ethyl-5-(1-methylbutenyl)barbituric acid,1,224.26,1.105,2.0,75.27,1.0,3.0
schembl448850,1,478.988,4.701,0.0,77.51,4.0,5.0
13609-67-1,1,432.557,3.133,2.0,100.9,4.0,5.0
ft-0669272,1,488.621,4.094,1.0,106.97,4.0,7.0
icometasone-enbutate,1,521.05,4.087,1.0,106.97,4.0,6.0
amebucort,1,488.621,3.949,1.0,106.97,4.0,6.0
difluprednate,1,508.558,3.52,1.0,106.97,4.0,6.0
domoprednate,1,428.569,4.326,1.0,80.67,4.0,4.0
meclorisone (meclorisone-dibutyrate),1,567.55,6.114,0.0,86.74,4.0,8.0
acetorphine,1,453.579,3.383,1.0,68.23,7.0,5.0
picenadol,1,247.382,3.402,1.0,23.47,2.0,3.0
clindamycin,0,424.991,0.39,4.0,102.26,2.0,7.0
clindamycin-phosphate,0,504.97,0.507,5.0,148.79,2.0,9.0
oxanamide,1,157.213,0.819,1.0,55.62,1.0,4.0
itrocinonide,1,568.61,4.258,1.0,117.59,5.0,6.0
rofleponide,1,468.537,2.981,2.0,93.06,5.0,4.0
betamethasone-valerate,1,476.585,3.637,2.0,100.9,4.0,6.0
fluprednisolone-valerate,1,462.558,3.247,2.0,100.9,4.0,6.0
westcort,1,446.584,3.523,2.0,100.9,4.0,6.0
ft-0675704,0,374.434,-1.755,5.0,129.51,3.0,5.0
caproxamine,1,263.385,2.837,2.0,73.63,1.0,8.0
tonazocine,1,357.538,4.846,1.0,40.54,3.0,7.0
cesamet,1,372.549,6.264,1.0,46.53,3.0,6.0
myrophine,1,585.829,8.324,0.0,48.0,6.0,16.0
prednisolone-steaglate,1,684.955,7.913,2.0,127.2,4.0,21.0
eptastigmine,1,359.514,4.115,1.0,44.81,3.0,7.0
estradiol,1,395.572,4.913,1.0,35.58,4.0,6.0
gr89696_pr,1,442.387,3.691,0.0,53.09,3.0,6.0
milnacipran,1,246.354,1.771,1.0,46.33,2.0,5.0
rifamide,0,810.938,5.296,5.0,210.62,5.0,7.0
lysuride,1,338.455,2.841,2.0,51.37,4.0,3.0
lysuride,1,340.471,2.932,2.0,51.37,4.0,3.0
hydrocortamate,1,475.626,2.674,2.0,104.14,4.0,7.0
dan 523; methicillin 2-(diethylamino)ethyl ester,0,479.599,1.75,1.0,97.41,3.0,10.0
64795-23-9,1,376.526,2.056,2.0,68.44,4.0,5.0
rifamexil,0,809.979,6.504,5.0,197.21,5.0,5.0
(s)-remoxipride,1,371.275,2.68,1.0,50.8,2.0,6.0
cefoperazone impurity f,0,645.68,-1.112,4.0,220.26,5.0,9.0
piperacillin,0,517.564,-0.24,3.0,156.43,4.0,6.0
cinromide,1,254.127,2.598,1.0,29.1,1.0,3.0
d-threo-.alpha.-benzyl-n-ethyltetrahydrofurfurylamine,1,219.328,2.386,1.0,21.26,2.0,5.0
"4-amino-3-{[3-amino-6-(aminomethyl)-3,4-dihydro-2h-pyran-2-yl]oxy}-6-(ethylamino)-2-hydroxycyclohexyl 3-deoxy-4-c-methyl-3-(methylamino)pentopyranoside",0,475.587,-3.201,8.0,199.73,3.0,8.0
enalapril,0,376.453,1.605,2.0,95.94,2.0,9.0
bervastatin,1,466.549,4.954,2.0,75.99,4.0,8.0
erythromycin-ethylsuccinate,0,862.064,2.68,4.0,226.28,3.0,12.0
calcium-folinate,1,428.36,3.301,0.0,53.09,3.0,5.0
bacmecillinam,0,441.55,2.384,0.0,97.74,3.0,6.0
73771-04-7,1,488.577,3.699,1.0,116.2,4.0,6.0
"erythromycin, ethyl carbonate",0,806.0,2.966,4.0,209.21,3.0,9.0
137-76-8,1,426.495,3.01,1.0,133.94,1.0,10.0
minaxolone,1,405.623,4.15,1.0,49.77,4.0,4.0
lirequinil,1,448.95,4.643,0.0,51.54,5.0,4.0
nafcillin,0,414.483,2.484,2.0,95.94,4.0,5.0
reboxetine,1,313.397,3.194,1.0,39.72,3.0,6.0
tipredane,1,410.62,5.17,1.0,37.3,4.0,3.0
piquindone,1,246.354,2.192,1.0,36.1,3.0,1.0
brifentanil,1,420.489,0.989,0.0,85.49,3.0,8.0
avizafone,1,430.936,2.106,3.0,118.52,2.0,10.0
ici199441,1,391.342,4.831,0.0,23.55,3.0,6.0
chembl118865,1,425.4,4.56,0.0,32.78,4.0,4.0
u50488,1,369.336,4.401,0.0,23.55,3.0,4.0
sulfadiazine,0,353.466,2.078,2.0,69.8,3.0,6.0
119356-76-2,1,305.421,4.912,0.0,12.47,3.0,6.0
apicycline,0,630.651,-1.719,8.0,231.64,5.0,7.0
pecocycline,0,585.61,0.014,7.0,208.17,5.0,5.0
doxycycline,0,527.574,0.313,6.0,170.87,5.0,4.0
db-086626,0,805.863,0.18,9.0,266.37,7.0,9.0
"lymecycline, antibiotic for culture media use only",0,602.641,-0.611,9.0,242.98,4.0,10.0
ft-0774985,0,508.911,-0.137,7.0,187.86,4.0,3.0
cefoxitin,0,478.885,0.282,6.0,181.62,4.0,2.0
demeclocycline hydrochloride,0,464.858,0.108,6.0,181.62,4.0,2.0
nitrocycline,0,459.411,-0.128,5.0,204.53,4.0,3.0
79-57-2,0,460.439,-1.4,7.0,201.85,4.0,2.0
tetracycline hydrochloride,0,444.44,-0.371,6.0,181.62,4.0,2.0
demecycline,0,430.413,-0.545,6.0,181.62,4.0,2.0
amicycline,0,429.429,-0.454,6.0,187.41,4.0,2.0
clemeprol,1,289.806,3.394,1.0,23.47,2.0,5.0
zimeldine,1,317.23,3.837,0.0,16.13,2.0,4.0
elanzepine,1,312.844,4.649,1.0,15.27,3.0,3.0
dothiepin,1,295.451,4.676,0.0,3.24,3.0,3.0
chlorprothixene,1,315.869,5.188,0.0,3.24,3.0,3.0
cefotiam,0,525.642,-0.653,3.0,172.46,4.0,10.0
cinfenine,1,357.497,5.438,0.0,12.47,3.0,9.0
etamocycline,0,1001.056,-0.688,12.0,341.74,8.0,11.0
ethosuximide,0,265.222,-2.891,5.0,151.92,1.0,3.0
ricasetron,1,313.445,3.119,1.0,35.58,4.0,1.0
schembl6695569,1,393.531,3.862,1.0,54.34,5.0,3.0
delergotrile,1,265.36,3.042,1.0,42.82,4.0,1.0
romergoline,1,350.422,0.996,2.0,68.44,5.0,2.0
bdbm86527,1,362.499,1.287,1.0,57.58,4.0,3.0
losindole,1,297.829,4.206,0.0,3.24,4.0,1.0
